ID,착과량(int)
TEST_0114,663.738
TEST_0115,122.80742
TEST_0116,712.5371
TEST_0117,638.2278
TEST_0118,302.88205
TEST_0119,492.60095
TEST_0120,166.17595
TEST_0121,452.5089
TEST_0122,304.4384
TEST_0123,470.53757
TEST_0124,677.8168
TEST_0125,549.4628
TEST_0126,330.19418
TEST_0127,559.8096
TEST_0128,538.16125
TEST_0129,406.0015
TEST_0130,79.19358
TEST_0131,240.20807
TEST_0132,440.98904
TEST_0133,321.68268
TEST_0134,111.47963
TEST_0135,260.80435
TEST_0136,668.6083
TEST_0137,379.39294
TEST_0138,110.18402
TEST_0139,575.34973
TEST_0140,730.21545
TEST_0141,723.2466
TEST_0142,261.43655
TEST_0143,422.65222
TEST_0144,8.421697
TEST_0145,575.4594
TEST_0146,290.14133
TEST_0147,223.15404
TEST_0148,104.268394
TEST_0149,449.89117
TEST_0150,667.4149
TEST_0151,648.48944
TEST_0152,747.94104
TEST_0153,258.65643
TEST_0154,522.8831
TEST_0155,709.34045
TEST_0156,607.0722
TEST_0157,268.7942
TEST_0158,162.18117
TEST_0159,312.73453
TEST_0160,454.69458
TEST_0161,274.48538
TEST_0162,262.37195
TEST_0163,31.15025
TEST_0164,531.1591
TEST_0165,545.4694
TEST_0166,609.5179
TEST_0167,578.20056
TEST_0168,529.8142
TEST_0169,368.25977
TEST_0170,638.77716
TEST_0171,515.25726
TEST_0172,443.3395
TEST_0173,348.90158
TEST_0174,771.2106
TEST_0175,143.86328
TEST_0176,191.5463
TEST_0177,348.61337
TEST_0178,158.52747
TEST_0179,350.96625
TEST_0180,260.26126
TEST_0181,327.4047
TEST_0182,479.13965
TEST_0183,263.56976
TEST_0184,721.3501
TEST_0185,555.9271
TEST_0186,288.01016
TEST_0187,708.65454
TEST_0188,683.3909
TEST_0189,273.55942
TEST_0190,655.8016
TEST_0191,162.67279
TEST_0192,455.74503
TEST_0193,619.334
TEST_0194,639.18005
TEST_0195,718.7276
TEST_0196,211.6641
TEST_0197,171.80112
TEST_0198,285.22806
TEST_0199,3.282084
TEST_0200,86.27431
TEST_0201,329.0532
TEST_0202,247.84073
TEST_0203,186.43404
TEST_0204,437.7214
TEST_0205,350.48062
TEST_0206,50.36141
TEST_0207,293.18625
TEST_0208,267.54694
TEST_0209,423.44327
TEST_0210,397.26953
TEST_0211,177.13081
TEST_0212,255.25906
TEST_0213,581.53033
TEST_0214,319.16827
TEST_0215,31.359667
TEST_0216,747.93427
TEST_0217,155.47047
TEST_0218,459.03055
TEST_0219,427.8541
TEST_0220,181.56012
TEST_0221,336.36844
TEST_0222,624.1412
TEST_0223,191.9873
TEST_0224,572.33093
TEST_0225,432.37592
TEST_0226,535.69775
TEST_0227,36.904385
TEST_0228,648.8408
TEST_0229,341.62704
TEST_0230,413.84384
TEST_0231,634.41876
TEST_0232,461.6972
TEST_0233,166.37721
TEST_0234,335.82028
TEST_0235,435.29715
TEST_0236,389.70682
TEST_0237,356.9885
TEST_0238,151.10439
TEST_0239,645.391
TEST_0240,634.5617
TEST_0241,312.5246
TEST_0242,325.06125
TEST_0243,249.4228
TEST_0244,633.59467
TEST_0245,268.36417
TEST_0246,307.14456
TEST_0247,463.39236
TEST_0248,604.0299
TEST_0249,738.02655
TEST_0250,250.08765
TEST_0251,18.542015
TEST_0252,653.3726
TEST_0253,332.48035
TEST_0254,163.84512
TEST_0255,387.0958
TEST_0256,263.55673
TEST_0257,292.56076
TEST_0258,282.7967
TEST_0259,8.994638
TEST_0260,507.97955
TEST_0261,140.9876
TEST_0262,381.9863
TEST_0263,286.83377
TEST_0264,64.0583
TEST_0265,117.06421
TEST_0266,425.2711
TEST_0267,581.8178
TEST_0268,559.1928
TEST_0269,498.72894
TEST_0270,312.79944
TEST_0271,378.0062
TEST_0272,409.69687
TEST_0273,741.1713
TEST_0274,43.308784
TEST_0275,64.56139
TEST_0276,312.6473
TEST_0277,80.39982
TEST_0278,249.82104
TEST_0279,52.379635
TEST_0280,537.05676
TEST_0281,239.7187
TEST_0282,35.27959
TEST_0283,142.03125
TEST_0284,718.359
TEST_0285,658.19855
TEST_0286,48.77048
TEST_0287,700.76825
TEST_0288,586.9745
TEST_0289,357.551
TEST_0290,571.0221
TEST_0291,251.01077
TEST_0292,741.43854
TEST_0293,640.2838
TEST_0294,362.59024
TEST_0295,455.07083
TEST_0296,678.89197
TEST_0297,181.29123
TEST_0298,193.67323
TEST_0299,270.26376
TEST_0300,291.8926
TEST_0301,711.44635
TEST_0302,112.899574
TEST_0303,476.95718
TEST_0304,546.8326
TEST_0305,428.31894
TEST_0306,47.98266
TEST_0307,589.5513
TEST_0308,757.45953
TEST_0309,282.19
TEST_0310,40.062843
TEST_0311,714.0963
TEST_0312,449.83624
TEST_0313,296.442
TEST_0314,742.24146
TEST_0315,336.0226
TEST_0316,479.738
TEST_0317,78.75155
TEST_0318,446.65704
TEST_0319,723.53485
TEST_0320,217.46977
TEST_0321,339.15866
TEST_0322,563.9179
TEST_0323,207.68181
TEST_0324,233.84917
TEST_0325,616.6394
TEST_0326,69.202484
TEST_0327,543.3335
TEST_0328,663.0591
TEST_0329,290.74902
TEST_0330,630.0666
TEST_0331,38.963806
TEST_0332,320.0663
TEST_0333,320.8814
TEST_0334,283.8821
TEST_0335,127.40635
TEST_0336,43.404243
TEST_0337,431.16446
TEST_0338,249.94339
TEST_0339,248.3692
TEST_0340,740.5295
TEST_0341,250.15099
TEST_0342,31.500566
TEST_0343,258.223
TEST_0344,497.92477
TEST_0345,420.96094
TEST_0346,151.8444
TEST_0347,322.99814
TEST_0348,86.98657
TEST_0349,624.3517
TEST_0350,643.2718
TEST_0351,525.2383
TEST_0352,445.08362
TEST_0353,418.33252
TEST_0354,76.915565
TEST_0355,150.50732
TEST_0356,446.06418
TEST_0357,639.75385
TEST_0358,221.91573
TEST_0359,375.17816
TEST_0360,206.75633
TEST_0361,158.90575
TEST_0362,420.94287
TEST_0363,195.72127
TEST_0364,323.2228
TEST_0365,628.81744
TEST_0366,303.00162
TEST_0367,691.7025
TEST_0368,259.23825
TEST_0369,202.94298
TEST_0370,426.7678
TEST_0371,273.8724
TEST_0372,81.03619
TEST_0373,567.6861
TEST_0374,115.42003
TEST_0375,662.68427
TEST_0376,187.70857
TEST_0377,430.50568
TEST_0378,305.41638
TEST_0379,552.0496
TEST_0380,384.07254
TEST_0381,648.32153
TEST_0382,558.24854
TEST_0383,352.77032
TEST_0384,339.5823
TEST_0385,113.6869
TEST_0386,472.73016
TEST_0387,655.5272
TEST_0388,684.56354
TEST_0389,128.38705
TEST_0390,36.84356
TEST_0391,317.48895
TEST_0392,699.8435
TEST_0393,163.05937
TEST_0394,140.80257
TEST_0395,317.6902
TEST_0396,314.79224
TEST_0397,217.37389
TEST_0398,90.82979
TEST_0399,349.6148
TEST_0400,759.094
TEST_0401,293.33295
TEST_0402,446.28433
TEST_0403,544.19275
TEST_0404,496.5725
TEST_0405,139.3376
TEST_0406,315.4923
TEST_0407,48.36833
TEST_0408,726.6878
TEST_0409,532.4677
TEST_0410,411.93835
TEST_0411,302.6419
TEST_0412,691.3728
TEST_0413,441.6597
TEST_0414,371.98303
TEST_0415,119.119896
TEST_0416,319.05875
TEST_0417,248.60535
TEST_0418,586.7539
TEST_0419,440.59894
TEST_0420,292.9716
TEST_0421,514.6447
TEST_0422,776.87994
TEST_0423,27.348534
TEST_0424,335.84332
TEST_0425,258.22107
TEST_0426,317.05444
TEST_0427,617.1092
TEST_0428,727.5527
TEST_0429,149.50105
TEST_0430,235.37875
TEST_0431,441.95325
TEST_0432,731.12976
TEST_0433,429.8048
TEST_0434,403.9004
TEST_0435,392.05173
TEST_0436,617.0111
TEST_0437,465.38394
TEST_0438,33.86181
TEST_0439,236.9814
TEST_0440,358.49103
TEST_0441,294.79507
TEST_0442,375.91467
TEST_0443,53.385113
TEST_0444,287.25952
TEST_0445,76.615326
TEST_0446,332.46982
TEST_0447,8.175523
TEST_0448,737.7085
TEST_0449,510.4964
TEST_0450,332.63184
TEST_0451,422.8116
TEST_0452,256.5327
TEST_0453,9.447791
TEST_0454,125.49075
TEST_0455,368.0765
TEST_0456,240.70007
TEST_0457,632.01483
TEST_0458,728.79663
TEST_0459,396.8048
TEST_0460,144.73068
TEST_0461,378.93646
TEST_0462,13.893068
TEST_0463,421.3263
TEST_0464,671.30316
TEST_0465,74.53187
TEST_0466,600.8195
TEST_0467,666.5433
TEST_0468,493.90866
TEST_0469,664.5875
TEST_0470,188.30121
TEST_0471,323.02646
TEST_0472,259.80872
TEST_0473,209.74141
TEST_0474,64.83521
TEST_0475,399.70627
TEST_0476,476.83792
TEST_0477,142.67778
TEST_0478,101.080574
TEST_0479,388.44025
TEST_0480,99.14181
TEST_0481,164.72182
TEST_0482,548.8774
TEST_0483,581.3317
TEST_0484,745.3919
TEST_0485,447.53766
TEST_0486,136.845
TEST_0487,627.9262
TEST_0488,344.14496
TEST_0489,243.99178
TEST_0490,268.54266
TEST_0491,349.56613
TEST_0492,276.15247
TEST_0493,150.96712
TEST_0494,208.51643
TEST_0495,626.7241
TEST_0496,14.416024
TEST_0497,694.5721
TEST_0498,611.53815
TEST_0499,94.84843
TEST_0500,457.24005
TEST_0501,663.6038
TEST_0502,170.5972
TEST_0503,712.6264
TEST_0504,451.12897
TEST_0505,297.11163
TEST_0506,61.071434
TEST_0507,538.5919
TEST_0508,329.9437
TEST_0509,303.2803
TEST_0510,302.60852
TEST_0511,60.161724
TEST_0512,321.05103
TEST_0513,514.4743
TEST_0514,214.5867
TEST_0515,410.95752
TEST_0516,337.88098
TEST_0517,640.6011
TEST_0518,39.96748
TEST_0519,49.729435
TEST_0520,534.7367
TEST_0521,533.1034
TEST_0522,744.686
TEST_0523,447.21896
TEST_0524,743.3205
TEST_0525,498.92398
TEST_0526,650.8656
TEST_0527,481.63977
TEST_0528,474.1257
TEST_0529,297.86526
TEST_0530,215.72633
TEST_0531,663.7349
TEST_0532,640.7664
TEST_0533,44.469288
TEST_0534,38.77879
TEST_0535,694.16705
TEST_0536,692.99963
TEST_0537,591.37463
TEST_0538,256.08228
TEST_0539,513.2533
TEST_0540,552.1135
TEST_0541,735.90625
TEST_0542,554.2639
TEST_0543,558.44244
TEST_0544,559.34406
TEST_0545,762.8257
TEST_0546,378.70834
TEST_0547,536.75793
TEST_0548,615.92395
TEST_0549,121.89994
TEST_0550,633.8564
TEST_0551,433.33606
TEST_0552,480.8153
TEST_0553,730.769
TEST_0554,207.33632
TEST_0555,88.48395
TEST_0556,206.09738
TEST_0557,462.0012
TEST_0558,425.04126
TEST_0559,334.1786
TEST_0560,164.8913
TEST_0561,284.8702
TEST_0562,98.78893
TEST_0563,70.94855
TEST_0564,352.04062
TEST_0565,659.3243
TEST_0566,102.73184
TEST_0567,741.8976
TEST_0568,543.2216
TEST_0569,234.01207
TEST_0570,348.2357
TEST_0571,299.88928
TEST_0572,468.13028
TEST_0573,722.01605
TEST_0574,480.59247
TEST_0575,375.62244
TEST_0576,321.76175
TEST_0577,339.89413
TEST_0578,713.93866
TEST_0579,268.21088
TEST_0580,-1.225062
TEST_0581,473.9256
TEST_0582,760.4111
TEST_0583,174.08556
TEST_0584,170.19217
TEST_0585,270.14343
TEST_0586,251.06458
TEST_0587,159.25548
TEST_0588,685.6122
TEST_0589,315.38388
TEST_0590,262.28024
TEST_0591,194.04321
TEST_0592,329.28268
TEST_0593,676.22504
TEST_0594,397.43094
TEST_0595,248.81093
TEST_0596,465.69003
TEST_0597,79.07753
TEST_0598,459.61234
TEST_0599,157.49812
TEST_0600,375.78867
TEST_0601,225.25513
TEST_0602,231.15166
TEST_0603,641.15
TEST_0604,528.81396
TEST_0605,315.38687
TEST_0606,185.91418
TEST_0607,196.72537
TEST_0608,542.84863
TEST_0609,705.4616
TEST_0610,280.68225
TEST_0611,155.7899
TEST_0612,364.09222
TEST_0613,452.8681
TEST_0614,363.12244
TEST_0615,337.59384
TEST_0616,730.50635
TEST_0617,659.5115
TEST_0618,470.21808
TEST_0619,45.30216
TEST_0620,652.1372
TEST_0621,289.37958
TEST_0622,704.2723
TEST_0623,62.48207
TEST_0624,156.63902
TEST_0625,268.05743
TEST_0626,76.95785
TEST_0627,354.3339
TEST_0628,155.62299
TEST_0629,654.1593
TEST_0630,585.90247
TEST_0631,258.24283
TEST_0632,723.1773
TEST_0633,161.18741
TEST_0634,243.35759
TEST_0635,760.27124
TEST_0636,617.39557
TEST_0637,291.44037
TEST_0638,340.9038
TEST_0639,704.75525
TEST_0640,51.468197
TEST_0641,360.7677
TEST_0642,375.5537
TEST_0643,717.6771
TEST_0644,760.9346
TEST_0645,155.65413
TEST_0646,364.4557
TEST_0647,16.803776
TEST_0648,678.18475
TEST_0649,631.27924
TEST_0650,636.6206
TEST_0651,463.7371
TEST_0652,633.6439
TEST_0653,429.80795
TEST_0654,116.60849
TEST_0655,147.25723
TEST_0656,149.44548
TEST_0657,667.21063
TEST_0658,380.12317
TEST_0659,317.6006
TEST_0660,762.0449
TEST_0661,541.67395
TEST_0662,289.1313
TEST_0663,187.25385
TEST_0664,388.7999
TEST_0665,156.43321
TEST_0666,579.15765
TEST_0667,623.2125
TEST_0668,527.0565
TEST_0669,73.77175
TEST_0670,645.3766
TEST_0671,140.04985
TEST_0672,273.57666
TEST_0673,164.27066
TEST_0674,192.90144
TEST_0675,153.88239
TEST_0676,383.01144
TEST_0677,350.2022
TEST_0678,770.4789
TEST_0679,536.4809
TEST_0680,63.41932
TEST_0681,455.23022
TEST_0682,601.7087
TEST_0683,169.05296
TEST_0684,538.84247
TEST_0685,620.013
TEST_0686,558.2891
TEST_0687,39.84628
TEST_0688,422.94168
TEST_0689,456.92282
TEST_0690,505.63397
TEST_0691,420.6776
TEST_0692,241.56155
TEST_0693,413.72787
TEST_0694,87.50461
TEST_0695,450.19977
TEST_0696,348.76114
TEST_0697,383.52612
TEST_0698,188.32066
TEST_0699,703.89655
TEST_0700,573.19525
TEST_0701,55.239517
TEST_0702,35.429127
TEST_0703,367.25415
TEST_0704,480.52826
TEST_0705,174.94382
TEST_0706,532.6639
TEST_0707,624.7225
TEST_0708,453.73712
TEST_0709,365.2577
TEST_0710,99.350784
TEST_0711,600.15564
TEST_0712,39.954456
TEST_0713,639.685
TEST_0714,539.9506
TEST_0715,126.86771
TEST_0716,293.53732
TEST_0717,544.79816
TEST_0718,267.99182
TEST_0719,354.15817
TEST_0720,750.0406
TEST_0721,205.94936
TEST_0722,248.10901
TEST_0723,313.86398
TEST_0724,130.79022
TEST_0725,428.82822
TEST_0726,324.10098
TEST_0727,721.9052
TEST_0728,425.78516
TEST_0729,259.15533
TEST_0730,691.56793
TEST_0731,249.18013
TEST_0732,754.86926
TEST_0733,223.1074
TEST_0734,577.07996
TEST_0735,134.79778
TEST_0736,630.05756
TEST_0737,607.6126
TEST_0738,164.852
TEST_0739,620.1922
TEST_0740,95.97344
TEST_0741,354.38666
TEST_0742,31.804346
TEST_0743,31.40501
TEST_0744,563.55725
TEST_0745,636.55585
TEST_0746,333.24506
TEST_0747,717.73157
TEST_0748,580.9802
TEST_0749,251.45465
TEST_0750,112.51989
TEST_0751,610.49426
TEST_0752,515.9584
TEST_0753,409.17865
TEST_0754,534.3857
TEST_0755,214.58093
TEST_0756,172.86122
TEST_0757,166.48093
TEST_0758,452.17126
TEST_0759,45.23138
TEST_0760,221.84416
TEST_0761,228.1833
TEST_0762,607.6779
TEST_0763,398.76865
TEST_0764,669.85
TEST_0765,279.9008
TEST_0766,107.94355
TEST_0767,370.53903
TEST_0768,519.13025
TEST_0769,750.9975
TEST_0770,619.2192
TEST_0771,582.1355
TEST_0772,393.3673
TEST_0773,542.24475
TEST_0774,255.92073
TEST_0775,150.02919
TEST_0776,415.03967
TEST_0777,574.3464
TEST_0778,140.64584
TEST_0779,508.42285
TEST_0780,410.59784
TEST_0781,258.5259
TEST_0782,626.4524
TEST_0783,419.81604
TEST_0784,308.3503
TEST_0785,56.19155
TEST_0786,242.32753
TEST_0787,293.45572
TEST_0788,568.69025
TEST_0789,72.15174
TEST_0790,118.08064
TEST_0791,517.046
TEST_0792,218.89143
TEST_0793,355.8425
TEST_0794,742.26483
TEST_0795,145.48055
TEST_0796,141.40858
TEST_0797,452.72983
TEST_0798,13.8324995
TEST_0799,293.5322
TEST_0800,244.23828
TEST_0801,246.7951
TEST_0802,525.1114
TEST_0803,489.41977
TEST_0804,176.43849
TEST_0805,686.91327
TEST_0806,711.67975
TEST_0807,342.5305
TEST_0808,595.9292
TEST_0809,581.7212
TEST_0810,254.91455
TEST_0811,630.64734
TEST_0812,788.6786
TEST_0813,269.8977
TEST_0814,595.1611
TEST_0815,547.3218
TEST_0816,313.6877
TEST_0817,347.1407
TEST_0818,271.9528
TEST_0819,307.76846
TEST_0820,691.6106
TEST_0821,746.4583
TEST_0822,246.43942
TEST_0823,21.862865
TEST_0824,766.9642
TEST_0825,681.3989
TEST_0826,661.89276
TEST_0827,240.03642
TEST_0828,166.54663
TEST_0829,324.77783
TEST_0830,242.4134
TEST_0831,729.7483
TEST_0832,699.8315
TEST_0833,132.77585
TEST_0834,540.86896
TEST_0835,588.3021
TEST_0836,57.053886
TEST_0837,532.22754
TEST_0838,431.86572
TEST_0839,573.17535
TEST_0840,630.0078
TEST_0841,321.17548
TEST_0842,621.4776
TEST_0843,255.0018
TEST_0844,323.70673
TEST_0845,266.82327
TEST_0846,642.18494
TEST_0847,489.34317
TEST_0848,249.45512
TEST_0849,121.01942
TEST_0850,24.452232
TEST_0851,540.3257
TEST_0852,283.21823
TEST_0853,274.0121
TEST_0854,714.1918
TEST_0855,751.3531
TEST_0856,615.52734
TEST_0857,31.440428
TEST_0858,311.4541
TEST_0859,773.9978
TEST_0860,649.1518
TEST_0861,371.90683
TEST_0862,665.23987
TEST_0863,617.69135
TEST_0864,154.27534
TEST_0865,605.10657
TEST_0866,102.58276
TEST_0867,367.48
TEST_0868,324.5708
TEST_0869,679.16364
TEST_0870,482.7531
TEST_0871,675.2352
TEST_0872,737.5622
TEST_0873,739.4341
TEST_0874,243.37027
TEST_0875,793.3767
TEST_0876,468.56485
TEST_0877,337.37378
TEST_0878,234.19116
TEST_0879,67.81292
TEST_0880,543.71063
TEST_0881,177.72801
TEST_0882,298.19806
TEST_0883,620.5473
TEST_0884,488.74692
TEST_0885,369.41907
TEST_0886,371.3144
TEST_0887,100.9525
TEST_0888,299.72043
TEST_0889,668.8595
TEST_0890,536.9271
TEST_0891,141.28381
TEST_0892,644.93933
TEST_0893,514.885
TEST_0894,280.06174
TEST_0895,709.3031
TEST_0896,451.39157
TEST_0897,424.22238
TEST_0898,719.91974
TEST_0899,541.5271
TEST_0900,563.992
TEST_0901,591.44574
TEST_0902,728.5026
TEST_0903,72.90801
TEST_0904,650.1803
TEST_0905,663.38196
TEST_0906,41.118332
TEST_0907,0.03888356
TEST_0908,46.728172
TEST_0909,50.06018
TEST_0910,661.6375
TEST_0911,229.57245
TEST_0912,615.194
TEST_0913,285.06046
TEST_0914,250.99878
TEST_0915,650.6715
TEST_0916,345.23773
TEST_0917,154.30899
TEST_0918,131.73994
TEST_0919,744.401
TEST_0920,484.457
TEST_0921,326.7281
TEST_0922,118.726204
TEST_0923,649.43384
TEST_0924,446.13803
TEST_0925,308.58112
TEST_0926,327.6468
TEST_0927,236.94206
TEST_0928,438.65164
TEST_0929,684.9724
TEST_0930,756.30566
TEST_0931,121.892494
TEST_0932,713.04266
TEST_0933,324.42285
TEST_0934,532.65955
TEST_0935,242.67683
TEST_0936,70.02772
TEST_0937,147.90707
TEST_0938,249.91985
TEST_0939,115.2749
TEST_0940,177.61371
TEST_0941,129.23456
TEST_0942,189.14189
TEST_0943,516.27057
TEST_0944,328.07855
TEST_0945,647.24414
TEST_0946,222.73424
TEST_0947,754.35583
TEST_0948,310.48328
TEST_0949,484.96027
TEST_0950,352.32626
TEST_0951,674.8797
TEST_0952,144.18541
TEST_0953,312.7725
TEST_0954,376.9033
TEST_0955,650.7664
TEST_0956,654.6484
TEST_0957,111.27084
TEST_0958,495.23694
TEST_0959,590.78595
TEST_0960,227.99515
TEST_0961,333.72092
TEST_0962,431.40292
TEST_0963,43.2714
TEST_0964,391.36707
TEST_0965,172.83258
TEST_0966,339.1552
TEST_0967,295.0625
TEST_0968,526.07556
TEST_0969,347.27533
TEST_0970,75.26043
TEST_0971,584.9435
TEST_0972,284.80896
TEST_0973,487.0466
TEST_0974,361.43622
TEST_0975,616.3449
TEST_0976,572.2558
TEST_0977,271.31323
TEST_0978,269.78812
TEST_0979,232.52798
TEST_0980,238.17043
TEST_0981,152.44873
TEST_0982,59.605995
TEST_0983,365.82562
TEST_0984,207.41154
TEST_0985,632.74243
TEST_0986,766.9743
TEST_0987,109.16943
TEST_0988,266.48822
TEST_0989,637.2399
TEST_0990,415.86163
TEST_0991,482.64478
TEST_0992,217.94908
TEST_0993,730.9969
TEST_0994,542.91473
TEST_0995,464.26718
TEST_0996,146.53078
TEST_0997,722.9274
TEST_0998,397.4445
TEST_0999,653.4549
TEST_1000,603.5738
TEST_1001,558.8147
TEST_1002,761.41
TEST_1003,726.98694
TEST_1004,211.9801
TEST_1005,472.3883
TEST_1006,179.41571
TEST_1007,722.91284
TEST_1008,449.7962
TEST_1009,676.6921
TEST_1010,309.958
TEST_1011,672.105
TEST_1012,538.3749
TEST_1013,555.3414
TEST_1014,355.95828
TEST_1015,188.39362
TEST_1016,463.22803
TEST_1017,651.2992
TEST_1018,452.81223
TEST_1019,457.39206
TEST_1020,180.06734
TEST_1021,336.745
TEST_1022,452.91934
TEST_1023,122.49461
TEST_1024,212.85597
TEST_1025,436.89365
TEST_1026,627.95844
TEST_1027,297.91446
TEST_1028,748.95624
TEST_1029,66.59358
TEST_1030,423.32053
TEST_1031,679.7659
TEST_1032,91.5109
TEST_1033,689.66296
TEST_1034,637.0069
TEST_1035,524.75476
TEST_1036,669.48145
TEST_1037,577.3646
TEST_1038,342.29047
TEST_1039,250.25046
TEST_1040,561.04956
TEST_1041,710.2067
TEST_1042,355.8928
TEST_1043,369.84552
TEST_1044,49.392174
TEST_1045,445.64954
TEST_1046,361.73807
TEST_1047,361.13208
TEST_1048,248.28018
TEST_1049,154.57018
TEST_1050,724.1652
TEST_1051,311.64294
TEST_1052,597.78687
TEST_1053,372.34775
TEST_1054,543.9628
TEST_1055,331.0899
TEST_1056,577.48425
TEST_1057,446.9222
TEST_1058,502.47223
TEST_1059,130.89995
TEST_1060,760.6876
TEST_1061,553.45654
TEST_1062,488.20056
TEST_1063,744.0162
TEST_1064,638.07166
TEST_1065,657.6224
TEST_1066,603.12256
TEST_1067,476.16385
TEST_1068,157.3356
TEST_1069,423.23373
TEST_1070,170.38086
TEST_1071,730.5927
TEST_1072,224.86166
TEST_1073,353.00363
TEST_1074,455.20477
TEST_1075,127.34035
TEST_1076,599.6492
TEST_1077,115.05826
TEST_1078,564.82306
TEST_1079,251.84517
TEST_1080,724.45856
TEST_1081,583.683
TEST_1082,98.02666
TEST_1083,629.188
TEST_1084,568.3558
TEST_1085,639.3413
TEST_1086,316.16605
TEST_1087,353.73288
TEST_1088,457.97165
TEST_1089,107.310585
TEST_1090,341.4986
TEST_1091,222.64386
TEST_1092,469.94025
TEST_1093,180.8756
TEST_1094,571.0015
TEST_1095,179.4856
TEST_1096,61.088436
TEST_1097,704.3524
TEST_1098,747.99536
TEST_1099,200.70059
TEST_1100,335.18463
TEST_1101,103.96407
TEST_1102,616.45416
TEST_1103,151.96707
TEST_1104,219.70091
TEST_1105,746.60144
TEST_1106,182.23271
TEST_1107,687.2736
TEST_1108,540.70526
TEST_1109,351.5743
TEST_1110,535.58105
TEST_1111,581.17145
TEST_1112,474.54672
TEST_1113,691.9668
TEST_1114,533.3385
TEST_1115,289.75946
TEST_1116,462.44736
TEST_1117,675.81683
TEST_1118,201.78354
TEST_1119,629.81024
TEST_1120,158.26613
TEST_1121,158.6965
TEST_1122,147.0891
TEST_1123,501.43372
TEST_1124,270.01685
TEST_1125,325.1213
TEST_1126,571.88983
TEST_1127,203.60042
TEST_1128,406.45233
TEST_1129,727.5587
TEST_1130,625.3198
TEST_1131,567.22394
TEST_1132,71.99159
TEST_1133,649.3735
TEST_1134,518.78
TEST_1135,129.63484
TEST_1136,445.56793
TEST_1137,666.29785
TEST_1138,347.926
TEST_1139,537.2524
TEST_1140,379.83508
TEST_1141,433.77722
TEST_1142,160.92914
TEST_1143,572.73395
TEST_1144,207.70195
TEST_1145,685.78955
TEST_1146,278.1475
TEST_1147,169.63309
TEST_1148,329.21613
TEST_1149,184.62418
TEST_1150,97.29718
TEST_1151,365.93677
TEST_1152,238.99101
TEST_1153,544.54346
TEST_1154,343.2616
TEST_1155,305.9758
TEST_1156,667.59076
TEST_1157,364.39178
TEST_1158,170.92604
TEST_1159,477.33313
TEST_1160,82.92419
TEST_1161,136.74782
TEST_1162,641.2987
TEST_1163,364.47845
TEST_1164,178.50679
TEST_1165,733.8249
TEST_1166,524.6058
