ID,착과량(int)
TEST_0371,270.33
TEST_0372,79.3
TEST_0373,559.93
TEST_0374,125.56
TEST_0375,646.24
TEST_0376,159.34
TEST_0377,442.47
TEST_0378,287.42
TEST_0379,492.17
TEST_0380,403.89
TEST_0381,666.25
TEST_0382,588.86
TEST_0383,362.37
TEST_0384,358.29
TEST_0385,129.16
TEST_0386,461.88
TEST_0387,657.1
TEST_0388,667.43
TEST_0389,154.32
TEST_0390,24.22
TEST_0391,315.24
TEST_0392,725.16
TEST_0393,167.1
TEST_0394,151.0
TEST_0395,327.2
TEST_0396,334.77
TEST_0397,199.92
TEST_0398,89.94
TEST_0399,398.95
TEST_0400,750.4
TEST_0401,266.64
TEST_0402,444.0
TEST_0403,532.68
TEST_0404,453.0
TEST_0405,146.05
TEST_0406,291.32
TEST_0407,95.98
TEST_0408,725.49
TEST_0409,558.57
TEST_0410,404.35
TEST_0411,330.61
TEST_0412,695.61
TEST_0413,452.4
TEST_0414,354.71
TEST_0415,86.05
TEST_0416,338.96
TEST_0417,244.12
TEST_0418,534.11
TEST_0419,467.09
TEST_0420,288.48
TEST_0421,514.69
TEST_0422,761.0
TEST_0423,95.23
TEST_0424,351.39
TEST_0425,225.64
TEST_0426,317.1
TEST_0427,605.19
TEST_0428,710.55
TEST_0429,165.75
TEST_0430,267.7
TEST_0431,457.96
TEST_0432,704.53
TEST_0433,441.88
TEST_0434,410.41
TEST_0435,358.9
TEST_0436,623.32
TEST_0437,426.52
TEST_0438,33.23
TEST_0439,233.72
TEST_0440,365.69
TEST_0441,270.12
TEST_0442,426.2
TEST_0443,46.37
TEST_0444,271.29
TEST_0445,73.84
TEST_0446,305.54
TEST_0447,30.2
TEST_0448,735.62
TEST_0449,525.66
TEST_0450,333.26
TEST_0451,381.45
TEST_0452,257.5
TEST_0453,26.31
TEST_0454,115.32
TEST_0455,368.21
TEST_0456,237.87
TEST_0457,651.78
TEST_0458,761.01
TEST_0459,401.55
TEST_0460,123.53
TEST_0461,427.46
TEST_0462,19.04
TEST_0463,432.98
TEST_0464,647.61
TEST_0465,100.9
TEST_0466,594.35
TEST_0467,666.6
TEST_0468,486.83
TEST_0469,678.91
TEST_0470,185.66
TEST_0471,321.24
TEST_0472,233.66
TEST_0473,217.02
TEST_0474,107.5
TEST_0475,389.43
TEST_0476,464.75
TEST_0477,141.09
TEST_0478,84.29
TEST_0479,426.37
TEST_0480,159.46
TEST_0481,159.93
TEST_0482,572.73
TEST_0483,560.48
TEST_0484,753.58
TEST_0485,386.4
TEST_0486,165.28
TEST_0487,654.3
TEST_0488,360.78
TEST_0489,252.58
TEST_0490,267.44
TEST_0491,351.97
TEST_0492,276.44
TEST_0493,152.88
TEST_0494,211.11
TEST_0495,622.12
TEST_0496,24.13
TEST_0497,663.91
TEST_0498,620.3
TEST_0499,83.85
TEST_0500,465.12
TEST_0501,658.5
TEST_0502,161.0
TEST_0503,681.82
TEST_0504,472.24
TEST_0505,263.39
TEST_0506,40.02
TEST_0507,555.5
TEST_0508,342.93
TEST_0509,313.12
TEST_0510,302.97
TEST_0511,50.47
TEST_0512,322.37
TEST_0513,552.42
TEST_0514,251.16
TEST_0515,427.7
TEST_0516,350.17
TEST_0517,613.92
TEST_0518,77.43
TEST_0519,65.81
TEST_0520,512.22
TEST_0521,549.42
TEST_0522,761.59
TEST_0523,459.01
TEST_0524,760.18
TEST_0525,470.97
TEST_0526,655.31
TEST_0527,476.88
TEST_0528,454.8
TEST_0529,254.01
TEST_0530,217.82
TEST_0531,673.52
TEST_0532,636.81
TEST_0533,50.0
TEST_0534,36.77
TEST_0535,718.37
TEST_0536,710.03
TEST_0537,606.65
TEST_0538,229.29
TEST_0539,552.44
TEST_0540,559.57
TEST_0541,735.87
TEST_0542,564.14
TEST_0543,571.82
TEST_0544,545.86
TEST_0545,756.52
TEST_0546,410.97
TEST_0547,567.87
TEST_0548,606.1
TEST_0549,125.39
TEST_0550,648.15
TEST_0551,433.93
TEST_0552,482.29
TEST_0553,739.13
TEST_0554,153.77
TEST_0555,127.73
TEST_0556,168.86
TEST_0557,514.61
TEST_0558,399.8
TEST_0559,322.04
TEST_0560,116.68
TEST_0561,309.54
TEST_0562,45.3
TEST_0563,63.01
TEST_0564,357.72
TEST_0565,611.32
TEST_0566,104.17
TEST_0567,745.04
TEST_0568,518.82
TEST_0569,249.01
TEST_0570,336.03
TEST_0571,272.63
TEST_0572,467.74
TEST_0573,740.69
TEST_0574,512.43
TEST_0575,404.72
TEST_0576,316.38
TEST_0577,335.23
TEST_0578,667.81
TEST_0579,254.01
TEST_0580,43.82
TEST_0581,463.89
TEST_0582,753.15
TEST_0583,180.23
TEST_0584,158.38
TEST_0585,229.36
TEST_0586,253.76
TEST_0587,157.72
TEST_0588,659.35
TEST_0589,328.05
TEST_0590,267.84
TEST_0591,213.26
TEST_0592,291.77
TEST_0593,667.16
TEST_0594,380.79
TEST_0595,257.75
TEST_0596,515.43
TEST_0597,64.53
TEST_0598,454.5
TEST_0599,183.73
TEST_0600,369.07
TEST_0601,195.87
TEST_0602,235.69
TEST_0603,626.09
TEST_0604,548.15
TEST_0605,329.98
TEST_0606,165.22
TEST_0607,200.56
TEST_0608,485.33
TEST_0609,726.2
TEST_0610,253.05
TEST_0611,175.85
TEST_0612,360.5
TEST_0613,423.63
TEST_0614,389.93
TEST_0615,304.75
TEST_0616,726.63
TEST_0617,630.43
TEST_0618,477.56
TEST_0619,59.77
TEST_0620,647.56
TEST_0621,300.05
TEST_0622,753.52
TEST_0623,32.71
TEST_0624,152.86
TEST_0625,251.45
TEST_0626,55.06
TEST_0627,431.26
TEST_0628,146.19
TEST_0629,648.47
TEST_0630,564.71
TEST_0631,246.24
TEST_0632,712.01
TEST_0633,168.64
TEST_0634,246.99
TEST_0635,763.49
TEST_0636,612.86
TEST_0637,314.23
TEST_0638,314.27
TEST_0639,693.52
TEST_0640,59.53
TEST_0641,350.83
TEST_0642,363.51
TEST_0643,729.34
TEST_0644,761.93
TEST_0645,155.36
TEST_0646,362.56
TEST_0647,19.78
TEST_0648,685.91
TEST_0649,650.28
TEST_0650,659.17
TEST_0651,483.3
TEST_0652,647.93
TEST_0653,423.41
TEST_0654,120.97
TEST_0655,160.19
TEST_0656,142.03
TEST_0657,700.2
TEST_0658,337.98
TEST_0659,290.47
TEST_0660,753.66
TEST_0661,525.17
TEST_0662,273.32
TEST_0663,194.9
TEST_0664,359.44
TEST_0665,121.42
TEST_0666,575.66
TEST_0667,583.69
TEST_0668,523.29
TEST_0669,63.86
TEST_0670,654.59
TEST_0671,144.92
TEST_0672,297.01
TEST_0673,171.79
TEST_0674,137.9
TEST_0675,138.72
TEST_0676,375.4
TEST_0677,355.7
TEST_0678,758.41
TEST_0679,533.38
TEST_0680,51.81
TEST_0681,446.22
TEST_0682,599.96
TEST_0683,161.56
TEST_0684,490.11
TEST_0685,659.22
TEST_0686,559.11
TEST_0687,37.05
TEST_0688,434.22
TEST_0689,471.13
TEST_0690,478.24
TEST_0691,418.97
TEST_0692,261.17
TEST_0693,397.67
TEST_0694,114.88
TEST_0695,477.22
TEST_0696,365.41
TEST_0697,427.17
TEST_0698,216.35
TEST_0699,711.06
TEST_0700,572.91
TEST_0701,84.69
TEST_0702,60.64
TEST_0703,365.33
TEST_0704,516.46
TEST_0705,185.37
TEST_0706,542.47
TEST_0707,588.65
TEST_0708,448.98
TEST_0709,370.92
TEST_0710,93.57
TEST_0711,623.57
TEST_0712,21.08
TEST_0713,645.06
TEST_0714,557.82
TEST_0715,117.0
TEST_0716,292.34
TEST_0717,544.21
TEST_0718,267.23
TEST_0719,351.86
TEST_0720,766.95
TEST_0721,232.29
TEST_0722,269.55
TEST_0723,311.75
TEST_0724,72.64
TEST_0725,489.59
TEST_0726,383.32
TEST_0727,740.15
TEST_0728,422.44
TEST_0729,268.76
TEST_0730,714.04
TEST_0731,252.07
TEST_0732,751.51
TEST_0733,250.02
TEST_0734,565.03
TEST_0735,118.27
TEST_0736,652.73
TEST_0737,603.91
TEST_0738,161.91
TEST_0739,657.6
TEST_0740,104.96
TEST_0741,344.33
TEST_0742,36.34
TEST_0743,69.77
TEST_0744,562.81
TEST_0745,650.07
TEST_0746,307.48
TEST_0747,727.8
TEST_0748,578.68
TEST_0749,252.24
TEST_0750,127.96
TEST_0751,632.2
TEST_0752,524.28
TEST_0753,420.49
TEST_0754,556.95
TEST_0755,246.96
TEST_0756,144.2
TEST_0757,164.87
TEST_0758,448.48
TEST_0759,30.85
TEST_0760,195.34
TEST_0761,210.99
TEST_0762,619.07
TEST_0763,390.86
TEST_0764,672.07
TEST_0765,277.28
TEST_0766,149.77
TEST_0767,351.08
TEST_0768,551.74
TEST_0769,697.46
TEST_0770,607.56
TEST_0771,554.73
TEST_0772,369.24
TEST_0773,578.43
TEST_0774,225.73
TEST_0775,168.56
TEST_0776,407.11
TEST_0777,567.58
TEST_0778,132.7
TEST_0779,521.69
TEST_0780,444.93
TEST_0781,265.86
TEST_0782,616.41
TEST_0783,438.8
TEST_0784,330.68
TEST_0785,29.3
TEST_0786,242.96
TEST_0787,268.15
TEST_0788,546.69
TEST_0789,47.84
TEST_0790,143.45
TEST_0791,499.46
TEST_0792,225.9
TEST_0793,366.56
TEST_0794,737.29
TEST_0795,158.43
TEST_0796,150.75
TEST_0797,458.39
TEST_0798,51.1
TEST_0799,291.47
TEST_0800,228.14
TEST_0801,245.88
TEST_0802,486.82
TEST_0803,458.31
TEST_0804,153.5
TEST_0805,666.34
TEST_0806,738.9
TEST_0807,373.5
TEST_0808,583.51
TEST_0809,562.58
TEST_0810,265.38
TEST_0811,640.75
TEST_0812,774.66
TEST_0813,250.65
TEST_0814,651.85
TEST_0815,540.53
TEST_0816,310.04
TEST_0817,358.77
TEST_0818,289.75
TEST_0819,315.18
TEST_0820,746.09
TEST_0821,738.69
TEST_0822,259.41
TEST_0823,33.74
TEST_0824,748.73
TEST_0825,653.51
TEST_0826,661.6
TEST_0827,252.18
TEST_0828,177.57
TEST_0829,351.54
TEST_0830,242.26
TEST_0831,699.4
TEST_0832,699.14
TEST_0833,111.74
TEST_0834,542.33
TEST_0835,549.8
TEST_0836,64.08
TEST_0837,517.14
TEST_0838,439.85
TEST_0839,550.92
TEST_0840,619.51
TEST_0841,296.03
TEST_0842,611.89
TEST_0843,283.27
TEST_0844,349.41
TEST_0845,289.31
TEST_0846,654.15
TEST_0847,474.64
TEST_0848,251.78
TEST_0849,125.68
TEST_0850,18.0
TEST_0851,557.18
TEST_0852,263.37
TEST_0853,269.48
TEST_0854,693.21
TEST_0855,727.69
TEST_0856,621.38
TEST_0857,39.64
TEST_0858,265.81
TEST_0859,761.6
TEST_0860,656.22
TEST_0861,375.25
TEST_0862,657.91
TEST_0863,610.67
TEST_0864,165.93
TEST_0865,603.33
TEST_0866,111.74
TEST_0867,351.19
TEST_0868,308.49
TEST_0869,664.42
TEST_0870,469.39
TEST_0871,695.08
TEST_0872,754.42
TEST_0873,761.71
TEST_0874,248.31
TEST_0875,756.0
TEST_0876,465.35
TEST_0877,348.63
TEST_0878,259.81
TEST_0879,67.97
TEST_0880,545.24
TEST_0881,189.89
TEST_0882,326.67
TEST_0883,609.38
TEST_0884,474.06
TEST_0885,387.58
TEST_0886,377.05
TEST_0887,112.13
TEST_0888,306.03
TEST_0889,666.78
TEST_0890,547.35
TEST_0891,164.9
TEST_0892,659.06
TEST_0893,571.56
TEST_0894,269.36
TEST_0895,742.4
TEST_0896,437.01
TEST_0897,448.56
TEST_0898,741.73
TEST_0899,550.33
TEST_0900,616.14
TEST_0901,589.99
TEST_0902,748.56
TEST_0903,69.85
TEST_0904,644.23
TEST_0905,644.49
TEST_0906,34.42
TEST_0907,34.84
TEST_0908,51.41
TEST_0909,39.45
TEST_0910,650.34
TEST_0911,221.39
TEST_0912,579.48
TEST_0913,260.02
TEST_0914,243.56
TEST_0915,633.61
TEST_0916,346.22
TEST_0917,163.66
TEST_0918,153.19
TEST_0919,762.67
TEST_0920,464.03
TEST_0921,361.21
TEST_0922,99.81
TEST_0923,660.4
TEST_0924,447.87
TEST_0925,289.26
TEST_0926,331.7
TEST_0927,258.64
TEST_0928,447.37
TEST_0929,670.96
TEST_0930,761.28
TEST_0931,131.87
TEST_0932,649.3
TEST_0933,310.91
TEST_0934,515.22
TEST_0935,223.45
TEST_0936,86.05
TEST_0937,110.91
TEST_0938,235.63
TEST_0939,114.33
TEST_0940,183.3
TEST_0941,158.19
TEST_0942,187.36
TEST_0943,552.37
TEST_0944,279.33
TEST_0945,669.66
TEST_0946,255.13
TEST_0947,748.26
TEST_0948,334.65
TEST_0949,466.08
TEST_0950,352.85
TEST_0951,654.19
TEST_0952,164.18
TEST_0953,336.72
TEST_0954,343.25
TEST_0955,621.57
TEST_0956,637.21
TEST_0957,139.54
TEST_0958,458.91
TEST_0959,548.73
TEST_0960,207.73
TEST_0961,353.22
TEST_0962,454.43
TEST_0963,63.02
TEST_0964,398.49
TEST_0965,164.58
TEST_0966,325.02
TEST_0967,297.46
TEST_0968,539.78
TEST_0969,315.47
TEST_0970,72.0
TEST_0971,527.32
TEST_0972,260.46
TEST_0973,450.99
TEST_0974,348.22
TEST_0975,599.24
TEST_0976,580.38
TEST_0977,253.02
TEST_0978,277.0
TEST_0979,251.17
TEST_0980,239.33
TEST_0981,162.04
TEST_0982,60.49
TEST_0983,370.32
TEST_0984,198.16
TEST_0985,626.2
TEST_0986,756.93
TEST_0987,81.8
TEST_0988,237.59
TEST_0989,687.41
TEST_0990,365.54
TEST_0991,444.87
TEST_0992,197.32
TEST_0993,747.2
TEST_0994,483.54
TEST_0995,473.55
TEST_0996,146.7
TEST_0997,695.09
TEST_0998,400.97
TEST_0999,646.34
TEST_1000,629.11
TEST_1001,550.41
TEST_1002,753.67
TEST_1003,707.0
TEST_1004,246.71
TEST_1005,450.19
TEST_1006,195.54
TEST_1007,726.93
TEST_1008,444.47
TEST_1009,718.47
TEST_1010,327.65
TEST_1011,650.56
TEST_1012,536.29
TEST_1013,558.02
TEST_1014,361.43
TEST_1015,201.08
TEST_1016,454.18
TEST_1017,661.54
TEST_1018,453.65
TEST_1019,447.18
TEST_1020,217.32
TEST_1021,345.21
TEST_1022,414.94
TEST_1023,103.85
TEST_1024,243.53
TEST_1025,460.23
TEST_1026,629.37
TEST_1027,269.3
TEST_1028,748.96
TEST_1029,110.52
TEST_1030,423.97
TEST_1031,656.86
TEST_1032,93.53
TEST_1033,689.94
TEST_1034,657.51
TEST_1035,548.65
TEST_1036,630.83
TEST_1037,567.31
TEST_1038,343.74
TEST_1039,263.85
TEST_1040,547.91
TEST_1041,692.49
TEST_1042,347.96
TEST_1043,376.47
TEST_1044,58.85
TEST_1045,481.68
TEST_1046,371.56
TEST_1047,364.0
TEST_1048,238.51
TEST_1049,153.08
TEST_1050,720.37
TEST_1051,301.61
TEST_1052,602.5
TEST_1053,349.47
TEST_1054,573.98
TEST_1055,334.86
TEST_1056,565.12
TEST_1057,434.54
TEST_1058,517.41
TEST_1059,142.86
TEST_1060,764.93
TEST_1061,574.75
TEST_1062,464.07
TEST_1063,749.36
TEST_1064,653.44
TEST_1065,659.75
TEST_1066,608.22
TEST_1067,478.82
TEST_1068,171.78
TEST_1069,443.53
TEST_1070,152.62
TEST_1071,743.96
TEST_1072,198.67
TEST_1073,353.3
TEST_1074,470.74
TEST_1075,134.16
TEST_1076,621.75
TEST_1077,115.66
TEST_1078,546.47
TEST_1079,247.52
TEST_1080,749.33
TEST_1081,577.94
TEST_1082,114.4
TEST_1083,616.83
TEST_1084,595.24
TEST_1085,607.3
TEST_1086,308.07
TEST_1087,344.45
TEST_1088,463.51
TEST_1089,91.85
TEST_1090,339.15
TEST_1091,236.9
TEST_1092,428.84
TEST_1093,176.85
TEST_1094,558.44
TEST_1095,167.8
TEST_1096,54.04
TEST_1097,697.19
TEST_1098,757.47
TEST_1099,268.81
TEST_1100,325.33
TEST_1101,96.37
TEST_1102,634.6
TEST_1103,173.61
TEST_1104,238.23
TEST_1105,757.04
TEST_1106,158.26
TEST_1107,624.19
TEST_1108,549.25
TEST_1109,343.15
TEST_1110,543.61
TEST_1111,557.03
TEST_1112,469.34
TEST_1113,670.62
TEST_1114,519.26
TEST_1115,322.24
TEST_1116,474.21
TEST_1117,659.06
TEST_1118,203.6
TEST_1119,628.93
TEST_1120,160.37
TEST_1121,164.82
TEST_1122,136.14
TEST_1123,525.15
TEST_1124,229.4
TEST_1125,319.6
TEST_1126,565.54
TEST_1127,176.16
TEST_1128,425.24
TEST_1129,731.29
TEST_1130,620.49
TEST_1131,552.72
TEST_1132,55.62
TEST_1133,650.92
TEST_1134,495.47
TEST_1135,136.96
TEST_1136,458.34
TEST_1137,675.94
TEST_1138,365.96
TEST_1139,530.0
TEST_1140,384.41
TEST_1141,443.46
TEST_1142,143.52
TEST_1143,537.49
TEST_1144,215.24
TEST_1145,698.24
TEST_1146,291.65
TEST_1147,161.33
TEST_1148,271.8
TEST_1149,206.98
TEST_1150,76.51
TEST_1151,374.5
TEST_1152,241.81
TEST_1153,548.41
TEST_1154,304.03
TEST_1155,311.08
TEST_1156,670.09
TEST_1157,415.27
TEST_1158,171.33
TEST_1159,482.65
TEST_1160,114.76
TEST_1161,128.37
TEST_1162,642.47
TEST_1163,390.7
TEST_1164,158.72
TEST_1165,746.86
TEST_1166,554.59
TEST_1167,251.26
TEST_1168,661.13
TEST_1169,177.9
TEST_1170,542.41
TEST_1171,615.35
TEST_1172,507.5
TEST_1173,180.77
TEST_1174,734.1
TEST_1175,558.25
TEST_1176,176.77
TEST_1177,39.12
TEST_1178,138.72
TEST_1179,448.16
TEST_1180,68.73
TEST_1181,662.04
TEST_1182,367.26
TEST_1183,429.35
TEST_1184,752.39
TEST_1185,361.26
TEST_1186,61.37
TEST_1187,28.22
TEST_1188,686.14
TEST_1189,649.23
TEST_1190,558.8
TEST_1191,264.45
TEST_1192,636.57
TEST_1193,742.78
TEST_1194,322.62
TEST_1195,427.74
TEST_1196,742.21
TEST_1197,38.81
TEST_1198,521.03
TEST_1199,376.01
TEST_1200,437.0
TEST_1201,248.83
TEST_1202,438.77
TEST_1203,504.65
TEST_1204,466.55
TEST_1205,286.74
TEST_1206,602.55
TEST_1207,236.72
TEST_1208,227.6
TEST_1209,434.2
TEST_1210,647.13
TEST_1211,283.15
TEST_1212,646.72
TEST_1213,737.47
TEST_1214,478.84
TEST_1215,435.9
TEST_1216,266.03
TEST_1217,326.56
TEST_1218,110.14
TEST_1219,212.86
TEST_1220,207.01
TEST_1221,96.7
TEST_1222,300.94
TEST_1223,460.86
TEST_1224,690.86
TEST_1225,158.42
TEST_1226,50.67
TEST_1227,480.96
TEST_1228,318.62
TEST_1229,45.65
TEST_1230,732.23
TEST_1231,239.84
TEST_1232,752.56
TEST_1233,716.56
TEST_1234,71.11
TEST_1235,145.26
TEST_1236,613.48
TEST_1237,310.78
TEST_1238,670.83
TEST_1239,278.9
TEST_1240,566.21
TEST_1241,654.09
TEST_1242,340.19
TEST_1243,162.14
TEST_1244,676.67
TEST_1245,738.76
TEST_1246,283.56
TEST_1247,148.61
TEST_1248,449.93
TEST_1249,764.01
TEST_1250,254.99
TEST_1251,603.41
TEST_1252,55.24
TEST_1253,245.91
TEST_1254,143.24
TEST_1255,426.98
TEST_1256,21.02
TEST_1257,539.69
TEST_1258,238.24
TEST_1259,63.7
TEST_1260,375.13
TEST_1261,675.87
TEST_1262,146.18
TEST_1263,19.37
TEST_1264,494.25
TEST_1265,47.0
TEST_1266,194.62
TEST_1267,535.74
TEST_1268,657.47
TEST_1269,468.02
